x,y,nazwa,miasto
17.912570,51.444640,Stacje paliw Orlen,Ostrzeszów
16.874919,52.339173,Stacje paliw Orlen,Luboń
16.334300,50.855640,Stacje paliw Orlen,świebodzice
16.670050,50.159230,Stacje paliw Orlen,Międzylesie
17.024780,51.084640,Stacje paliw Orlen,Wrocław
20.475500,52.692590,Stacje paliw Orlen,Sochocin
21.045500,52.176770,Stacje paliw Orlen,Warszawa
21.006214,52.215256,Stacje paliw Orlen,Warszawa
20.812540,52.171430,Stacje paliw Orlen,Pruszków
21.580400,52.177890,Stacje paliw Orlen,Mińsk Mazowiecki
22.283480,52.164750,Stacje paliw Orlen,Siedlce
23.537930,51.550660,Stacje paliw Orlen,Włodawa
23.208849,50.415949,Stacje paliw Orlen,Susiec
22.597220,51.250140,Stacje paliw Orlen,Lublin
18.157360,53.159540,Stacje paliw Orlen,Bydgoszcz
18.036730,53.136010,Stacje paliw Orlen,Bydgoszcz
17.861030,53.079740,Stacje paliw Orlen,Kruszyn Krajeński
17.906953,53.150726,Stacje paliw Orlen,Bydgoszcz
17.888030,53.154850,Stacje paliw Orlen,Pawłówek
18.257950,52.524930,Stacje paliw Orlen,Jeziora Wielkie
19.140710,50.820450,Stacje paliw Orlen,Częstochowa
16.903972,52.457848,Stacje paliw Orlen,Poznań
16.866080,52.391780,Stacje paliw Orlen,Poznań
16.789040,52.419520,Stacje paliw Orlen,Przezmierowo
14.570300,53.442940,Stacje paliw Orlen,Szczecin
14.421980,53.336920,Stacje paliw Orlen,Barnisław
14.787100,53.464500,Stacje paliw Orlen,Kliniska Wielkie
14.537210,53.454120,Stacje paliw Orlen,Szczecin
14.497970,53.435780,Stacje paliw Orlen,Szczecin
21.732880,49.691550,Stacje paliw Orlen,Krosno
22.018660,49.705580,Stacje paliw Orlen,Brzozów
22.153160,49.569860,Stacje paliw Orlen,Sanok
21.627200,49.820720,Stacje paliw Orlen,Twierdza
23.428871,51.149168,Stacje paliw Orlen,Chełm
22.766270,52.000540,Stacje paliw Orlen,Międzyrzec Podlaski
23.467180,51.130330,Stacje paliw Orlen,Chełm
19.994770,49.504320,Stacje paliw Orlen,Nowy Targ
20.669690,49.630220,Stacje paliw Orlen,Nowy Sącz
19.252580,50.031410,Stacje paliw Orlen,Oświęcim
23.138650,53.102410,Stacje paliw Orlen,Białystok
22.749380,53.135800,Stacje paliw Orlen,Jeżewo Stare
23.213440,53.106790,Stacje paliw Orlen,Białystok
22.308860,52.803590,Stacje paliw Orlen,Czyżew-Osada
22.019060,53.172200,Stacje paliw Orlen,Łomża
20.601140,50.898830,Stacje paliw Orlen,Kielce
20.126359,50.673598,Stacje paliw Orlen,Nagłowice
20.670590,50.866260,Stacje paliw Orlen,Kielce
21.176420,51.380720,Stacje paliw Orlen,Radom
21.539459,51.571748,Stacje paliw Orlen,Aleksandrówka
21.085840,50.854550,Stacje paliw Orlen,Nowa Słupia
21.671360,50.564770,Stacje paliw Orlen,Tarnobrzeg
18.597830,51.228480,Stacje paliw Orlen,Wieluń
19.865780,51.360110,Stacje paliw Orlen,Sulejów
18.885320,50.304000,Stacje paliw Orlen,RudaŚląska
18.713060,50.266270,Stacje paliw Orlen,Gliwice
19.071950,50.828740,Stacje paliw Orlen,Częstochowa
19.087550,50.803020,Stacje paliw Orlen,Częstochowa
18.955450,49.987240,Stacje paliw Orlen,Pszczyna
19.227280,49.865530,Stacje paliw Orlen,Kęty
21.372640,50.028130,Stacje paliw Orlen,Latoszyn
20.715800,49.602530,Stacje paliw Orlen,Nowy Sącz
19.902350,50.048350,Stacje paliw Orlen,Kraków
19.605670,49.751280,Stacje paliw Orlen,Sucha Beskidzka
16.935266,52.426879,Stacje paliw Orlen,Poznań
17.552840,52.532150,Stacje paliw Orlen,Gniezno
16.809170,52.431160,Stacje paliw Orlen,Poznań
17.392900,52.088460,Stacje paliw Orlen,Nowe Miasto nad Wartą
18.288040,52.230510,Stacje paliw Orlen,Konin
19.443620,51.851050,Stacje paliw Orlen,Zgierz
19.418900,51.072200,Stacje paliw Orlen,Radomsko
20.463490,51.927050,Stacje paliw Orlen,Kowiesy
19.160230,52.256480,Stacje paliw Orlen,Krośniewice
16.839940,53.901600,Stacje paliw Orlen,Biały Bór
16.778571,53.173950,Stacje paliw Orlen,Piła
22.219300,52.171400,Stacje paliw Orlen,Stare Iganie
21.002470,52.187260,Stacje paliw Orlen,Warszawa
21.080930,52.690590,Stacje paliw Orlen,Pułtusk
22.043020,52.401730,Stacje paliw Orlen,Węgrów
20.098880,52.776340,Stacje paliw Orlen,Raciąż
20.932508,52.305136,Stacje paliw Orlen,Warszawa
20.374270,53.094740,Stacje paliw Orlen,Mława
21.604850,51.909780,Stacje paliw Orlen,Garwolin
16.577980,51.856140,Stacje paliw Orlen,Leszno
17.009814,52.410988,Stacje paliw Orlen,Poznań
16.918040,52.426660,Stacje paliw Orlen,Poznań
17.954540,50.469410,Stacje paliw Orlen,Krapkowice
17.875880,50.680250,Stacje paliw Orlen,Opole
17.640490,50.644630,Stacje paliw Orlen,Niemodlin
19.970941,50.078975,Stacje paliw Orlen,Kraków
19.068290,49.782080,Stacje paliw Orlen,Bielsko-Biała
19.985480,49.320890,Stacje paliw Orlen,Zakopane
16.196920,54.177240,Stacje paliw Orlen,Koszalin
16.968170,54.451120,Stacje paliw Orlen,Kobylnica
23.285570,50.714640,Stacje paliw Orlen,Zamość
21.828170,51.037300,Stacje paliw Orlen,Józefów
23.248810,50.740230,Stacje paliw Orlen,Zamość
22.325860,51.527470,Stacje paliw Orlen,Michów
22.667980,50.918290,Stacje paliw Orlen,Wysokie
22.585480,51.233620,Stacje paliw Orlen,Lublin
21.971350,50.013840,Stacje paliw Orlen,Rzeszów
22.723700,49.998000,Stacje paliw Orlen,Munina
21.947620,49.794790,Stacje paliw Orlen,Domaradz
14.503500,53.406420,Stacje paliw Orlen,Szczecin
14.675240,53.397430,Stacje paliw Orlen,Szczecin
15.064640,53.330480,Stacje paliw Orlen,Stargard Szczeciński
14.483410,53.426240,Stacje paliw Orlen,Szczecin
21.942285,50.061670,Stacje paliw Orlen,Rzeszów
22.398140,50.266990,Stacje paliw Orlen,Leżajsk
22.224080,49.536920,Stacje paliw Orlen,Sanok
22.085000,50.041080,Stacje paliw Orlen,Krasne
22.124690,50.233180,Stacje paliw Orlen,Sokołów Małopolski
21.775240,49.871570,Stacje paliw Orlen,Strzyżów
19.653820,51.308810,Stacje paliw Orlen,Rozprza
19.480850,52.069370,Stacje paliw Orlen,Piątek
18.621440,51.707430,Stacje paliw Orlen,Warta
20.261380,51.769080,Stacje paliw Orlen,Rawa Mazowiecka
19.452260,51.734680,Stacje paliw Orlen,Łódz
19.966330,50.013270,Stacje paliw Orlen,Kraków
14.607950,52.321940,Stacje paliw Orlen,Świecko
15.212110,52.726330,Stacje paliw Orlen,Gorzów Wielkopolski
15.831710,52.165960,Stacje paliw Orlen,Babimost
15.795350,51.525240,Stacje paliw Orlen,Przemków
22.026880,49.970770,Stacje paliw Orlen,Tyczyn
21.691760,49.566220,Stacje paliw Orlen,Zboiska
21.999280,50.048770,Stacje paliw Orlen,Rzeszów
23.138600,50.252590,Stacje paliw Orlen,Cieszanów
21.038300,49.604100,Stacje paliw Orlen,Ropa
22.178300,50.965000,Stacje paliw Orlen,Kraśnik
22.348340,51.351230,Stacje paliw Orlen,Garbów
22.834600,51.491850,Stacje paliw Orlen,Ostrów Lubelski
23.185960,50.951790,Stacje paliw Orlen,Krasnystaw
18.940780,51.437820,Stacje paliw Orlen,Widawa
19.323950,51.659570,Stacje paliw Orlen,Pabianice
20.471540,51.807550,Stacje paliw Orlen,Biała Rawska
21.303100,53.877180,Stacje paliw Orlen,Mrągowo
20.604230,50.862110,Stacje paliw Orlen,Kielce
21.152510,51.416860,Stacje paliw Orlen,Radom
19.867450,51.090570,Stacje paliw Orlen,Przedbórz
20.925730,50.441430,Stacje paliw Orlen,Stopnica
20.115040,51.305290,Stacje paliw Orlen,Paradyż
20.388380,50.723320,Stacje paliw Orlen,Brzegi
19.673440,50.776770,Stacje paliw Orlen,Koniecpol
20.192080,50.524480,Stacje paliw Orlen,Wodzisław
22.046290,50.571240,Stacje paliw Orlen,Stalowa Wola
16.219400,51.392770,Stacje paliw Orlen,Lubin
16.269940,50.764960,Stacje paliw Orlen,Wałbrzych
17.874940,50.349680,Stacje paliw Orlen,Głogówek
18.056090,51.013810,Stacje paliw Orlen,Wołczyn
19.081730,50.278040,Stacje paliw Orlen,Katowice
17.889182,54.350071,Stacje paliw Orlen,Sierakowice
18.203500,54.240430,Stacje paliw Orlen,Egiertowo
18.791383,54.291775,Stacje paliw Orlen,Koszwały
18.189590,54.610760,Stacje paliw Orlen,Wejherowo
18.529940,54.175540,Stacje paliw Orlen,Trąbki Wielkie
17.797210,54.551720,Stacje paliw Orlen,Lębork
17.557840,54.750840,Stacje paliw Orlen,Łeba
17.363080,54.612650,Stacje paliw Orlen,Główczyce
21.384730,51.752230,Stacje paliw Orlen,Magnuszew
20.810270,50.303910,Stacje paliw Orlen,Nowy Korczyn
20.351020,51.117720,Stacje paliw Orlen,Sielpia Wielka
21.176370,51.385310,Stacje paliw Orlen,Radom
20.624140,50.847180,Stacje paliw Orlen,Kielce
21.378956,50.941554,Stacje paliw Orlen,Ostrowiec Świętokrzyski
21.417970,50.808470,Stacje paliw Orlen,Opatów
18.766040,52.425980,Stacje paliw Orlen,Izbica Augustynowo
18.104120,51.760510,Stacje paliw Orlen,Kalisz
16.760830,52.143040,Stacje paliw Orlen,Czempiń
16.943200,52.383500,Stacje paliw Orlen,Poznań
23.084900,53.143760,Stacje paliw Orlen,Białystok
22.621480,54.180270,Stacje paliw Orlen,Filipów
22.702700,52.986600,Stacje paliw Orlen,Sokoły
15.816580,52.242400,Stacje paliw Orlen,Zbąszynek
15.468160,51.939470,Stacje paliw Orlen,Zielona Góra
15.588110,51.904660,Stacje paliw Orlen,Racula
15.865000,52.071760,Stacje paliw Orlen,Kargowa
17.127463,51.041774,Stacje paliw Orlen,Siechnice
14.930380,51.786210,Stacje paliw Orlen,Lubsko
14.789020,52.196750,Stacje paliw Orlen,Cybinka
16.170050,51.161100,Stacje paliw Orlen,Legnica
16.660310,50.737890,Stacje paliw Orlen,Dzierżoniów
15.656886,50.861164,Stacje paliw Orlen,Jelenia Góra
17.022860,51.116420,Stacje paliw Orlen,Wrocław
16.612860,51.163390,Stacje paliw Orlen,Środa Śląska
15.767140,50.901950,Stacje paliw Orlen,Jelenia Góra
16.833170,50.987760,Stacje paliw Orlen,Gniechowice
15.775960,50.829220,Stacje paliw Orlen,Mysłakowice
20.978050,53.565550,Stacje paliw Orlen,Szczytno
19.377320,54.165540,Stacje paliw Orlen,Elbląg
20.482840,53.797070,Stacje paliw Orlen,Olsztyn
21.816490,53.621140,Stacje paliw Orlen,Pisz
18.909970,52.720550,Stacje paliw Orlen,Mikanowo
18.081409,52.804768,Stacje paliw Orlen,Wielowieś
18.155780,53.144470,Stacje paliw Orlen,Bydgoszcz
18.077190,52.986360,Stacje paliw Orlen,Januszkowo
19.424830,53.273080,Stacje paliw Orlen,Brodnica
17.941120,52.857540,Stacje paliw Orlen,Barcin
17.660480,52.730730,Stacje paliw Orlen,Rogowo
18.634540,52.992430,Stacje paliw Orlen,Toruń
18.375860,53.203700,Stacje paliw Orlen,Unisław
18.295724,53.343012,Stacje paliw Orlen,Gruczno
18.334750,52.674150,Stacje paliw Orlen,Kruszwica
18.499820,52.537910,Stacje paliw Orlen,Piotrków Kujawski
20.129720,54.237850,Stacje paliw Orlen,Pieniężno
20.747360,53.969250,Stacje paliw Orlen,Jeziorany
20.033690,53.449560,Stacje paliw Orlen,Dąbrówno
20.793550,53.648390,Stacje paliw Orlen,Pasym
21.747769,54.207549,Stacje paliw Orlen,Węgorzewo
14.440300,53.911120,Stacje paliw Orlen,Międzyzdroje
15.270890,53.804770,Stacje paliw Orlen,Płoty
15.065680,53.493620,Stacje paliw Orlen,Maszewo
16.247900,53.926860,Stacje paliw Orlen,Tychowo
15.589730,54.175440,Stacje paliw Orlen,Kołobrzeg
15.913070,53.299820,Stacje paliw Orlen,Kalisz Pomorski
15.239140,52.508840,Stacje paliw Orlen,Lubniewice
15.533870,52.261400,Stacje paliw Orlen,Świebodzin
14.731510,51.541410,Stacje paliw Orlen,Łęknica
16.079650,51.873390,Stacje paliw Orlen,Sława
18.877330,50.746950,Stacje paliw Orlen,Herby
18.320920,49.922820,Stacje paliw Orlen,Chałupki
18.827720,50.220670,Stacje paliw Orlen,Mikołów - Borowa Wieś
18.990770,50.132380,Stacje paliw Orlen,Tychy
20.691680,52.127180,Stacje paliw Orlen,Milanówek
19.706830,52.545890,Stacje paliw Orlen,Płock
19.728229,52.401188,Stacje paliw Orlen,Gąbin
21.663380,52.319720,Stacje paliw Orlen,Dobre
14.879090,52.454490,Stacje paliw Orlen,Ośno Lubuskie
15.256160,52.713540,Stacje paliw Orlen,Gorzów Wielkopolski
15.598470,51.745650,Stacje paliw Orlen,Kożuchów
15.000920,52.581400,Stacje paliw Orlen,Krzeszyce
17.092880,51.141100,Stacje paliw Orlen,Wrocław
16.130500,51.209510,Stacje paliw Orlen,Legnica
16.708220,51.275170,Stacje paliw Orlen,Brzeg Dolny
15.804980,50.908720,Stacje paliw Orlen,Jelenia Góra
17.298740,50.927080,Stacje paliw Orlen,Oława
16.912780,51.301590,Stacje paliw Orlen,Oborniki Śląskie
14.542750,53.411180,Stacje paliw Orlen,Szczecin
14.812000,53.678360,Stacje paliw Orlen,Babigoszcz
18.670070,50.224340,Stacje paliw Orlen,Knurów
21.379900,49.896680,Stacje paliw Orlen,Zawadka Brzostecka
16.526270,52.009630,Stacje paliw Orlen,Śmigiel
16.060360,52.645000,Stacje paliw Orlen,Sieraków
20.428130,53.353010,Stacje paliw Orlen,Nidzica
21.567800,53.646320,Stacje paliw Orlen,Ruciane-Nida
19.855600,53.261240,Stacje paliw Orlen,Cibórz
23.121020,52.051250,Stacje paliw Orlen,Biała Podlaska
22.274410,51.180410,Stacje paliw Orlen,Bełżyce
22.285610,51.368270,Stacje paliw Orlen,Przybysławice
16.112827,53.080395,Stacje paliw Orlen,Człopa
16.824710,53.427620,Stacje paliw Orlen,Jastrowie
19.632560,50.133080,Stacje paliw Orlen,Krzeszowice
19.187720,51.082220,Stacje paliw Orlen,Nowa Brzeznica
20.828330,51.043220,Stacje paliw Orlen,Suchedniów
20.283890,50.623100,Stacje paliw Orlen,Łączyn
18.544100,53.970500,Stacje paliw Orlen,Starogard Gdański
18.009190,53.101300,Stacje paliw Orlen,Bydgoszcz
17.792540,52.561040,Stacje paliw Orlen,Rudki
23.229880,53.467400,Stacje paliw Orlen,Janów
23.155610,53.148860,Stacje paliw Orlen,Białystok
22.358900,53.812630,Stacje paliw Orlen,Ełk
22.280740,53.561730,Stacje paliw Orlen,Szczuczyn
17.275910,52.212840,Stacje paliw Orlen,Środa Wielkopolska
21.833800,51.563960,Stacje paliw Orlen,Dęblin
19.949600,53.717490,Stacje paliw Orlen,Ostróda
20.572450,54.122910,Stacje paliw Orlen,Lidzbark Warmiński
18.960550,51.893600,Stacje paliw Orlen,Poddębice
18.796250,51.978770,Stacje paliw Orlen,Uniejów
20.017790,51.553700,Stacje paliw Orlen,Tomaszów Mazowiecki
14.655410,52.588020,Stacje paliw Orlen,Kostrzyn
14.735540,51.948940,Stacje paliw Orlen,Gubin
15.416780,51.035910,Stacje paliw Orlen,Gryfów Śląski
15.904170,51.417500,Stacje paliw Orlen,Chocianów
16.969750,51.050260,Stacje paliw Orlen,Bielany Wrocławskie
16.580440,53.962220,Stacje paliw Orlen,Bobolice
17.953700,51.283030,Stacje paliw Orlen,Kępno
16.738010,53.158250,Stacje paliw Orlen,Piła
14.594690,53.461520,Stacje paliw Orlen,Szczecin
15.615310,53.644520,Stacje paliw Orlen,Łobez
14.260940,53.899110,Stacje paliw Orlen,Świnoujście
18.735370,49.918160,Stacje paliw Orlen,Zbytków
21.681490,52.530240,Stacje paliw Orlen,Łochów
20.180140,53.235470,Stacje paliw Orlen,Działdowo
20.279980,52.887660,Stacje paliw Orlen,Strzegowo-Wieś
20.997910,52.180620,Stacje paliw Orlen,Warszawa
21.023001,52.283626,Stacje paliw Orlen,Warszawa
18.868250,53.144760,Stacje paliw Orlen,Szychowo
18.402590,53.400570,Stacje paliw Orlen,Świecie
17.489450,53.358440,Stacje paliw Orlen,Więcbork
18.725200,53.644500,Stacje paliw Orlen,Nowe
18.527860,52.630490,Stacje paliw Orlen,Radziejów
17.843050,53.596010,Stacje paliw Orlen,Tuchola
18.265460,52.795040,Stacje paliw Orlen,Inowrocław
18.206560,51.108230,Stacje paliw Orlen,Byczyna
17.341067,50.475307,Stacje paliw Orlen,Nysa
18.202280,50.342930,Stacje paliw Orlen,Kędzierzyn-Kozle
22.766350,49.805620,Stacje paliw Orlen,Przemyśl
21.950740,51.325960,Stacje paliw Orlen,Kazimierz Dolny
22.216270,51.287690,Stacje paliw Orlen,Nałęczów
22.739420,50.366540,Stacje paliw Orlen,Tarnogród
18.818920,53.832760,Stacje paliw Orlen,Gniew
19.117510,54.326290,Stacje paliw Orlen,Stegna
18.405400,54.775920,Stacje paliw Orlen,Władysławowo
20.295500,51.369500,Stacje paliw Orlen,Opoczno
20.662180,50.980090,Stacje paliw Orlen,Zagnańsk
20.930600,50.948900,Stacje paliw Orlen,Bodzentyn
21.414440,50.955890,Stacje paliw Orlen,Ostrowiec Świętokrzyski
22.068490,50.560800,Stacje paliw Orlen,Stalowa Wola
20.255120,50.949660,Stacje paliw Orlen,Łopuszno
20.967170,52.244310,Stacje paliw Orlen,Warszawa
20.582380,50.174890,Stacje paliw Orlen,Koszyce
21.924920,51.630940,Stacje paliw Orlen,Ryki
21.338870,53.385200,Stacje paliw Orlen,Myszyniec
17.362010,51.215180,Stacje paliw Orlen,Oleśnica
14.606060,53.371850,Stacje paliw Orlen,Szczecin
17.961625,50.653064,Stacje paliw Orlen,Opole
19.473363,51.732548,Stacje paliw Orlen,Łódz
20.243120,51.750860,Stacje paliw Orlen,Rawa Mazowiecka
22.687540,51.214000,Stacje paliw Orlen,Świdnik
20.702080,49.449180,Stacje paliw Orlen,Piwniczna
19.832560,49.651670,Stacje paliw Orlen,Jordanów
17.535820,51.126270,Stacje paliw Orlen,Bierutów
18.118300,54.786740,Stacje paliw Orlen,Odargowo
19.054180,53.110510,Stacje paliw Orlen,Golub-Dobrzyń
20.566790,50.854700,Stacje paliw Orlen,Kielce
20.897380,53.252400,Stacje paliw Orlen,Chorzele
20.354380,50.357580,Stacje paliw Orlen,Dziekanowice
22.154440,53.380850,Stacje paliw Orlen,Stawiski
20.864830,51.233300,Stacje paliw Orlen,Szydłowiec
23.144470,53.135940,Stacje paliw Orlen,Białystok
18.487030,50.603480,Stacje paliw Orlen,Zawadzkie
18.236930,50.352520,Stacje paliw Orlen,Kędzierzyn-Kozle
15.870290,52.364070,Stacje paliw Orlen,Trzciel
16.610380,50.437820,Stacje paliw Orlen,Szalejów Dolny
14.780710,53.275810,Stacje paliw Orlen,Stare Czarnowo
18.945830,50.393230,Stacje paliw Orlen,Piekary Śląskie
17.211640,51.710700,Stacje paliw Orlen,Kobylin
16.848950,50.799540,Stacje paliw Orlen,Łagiewniki
14.955020,50.913960,Stacje paliw Orlen,Bogatynia
16.198180,50.431620,Stacje paliw Orlen,Kudowa Słone
15.308830,51.099690,Stacje paliw Orlen,Lubań
16.509670,50.855480,Stacje paliw Orlen,Świdnica
22.572280,51.264500,Stacje paliw Orlen,Lublin
19.853870,49.440740,Stacje paliw Orlen,Czarny Dunajec
18.425510,54.550450,Stacje paliw Orlen,Gdynia
17.956950,53.311450,Stacje paliw Orlen,Koronowo
18.172930,51.295660,Stacje paliw Orlen,Wieruszów
19.466810,51.785560,Stacje paliw Orlen,Łódz
20.852020,51.868440,Stacje paliw Orlen,Grójec
20.918900,52.379410,Stacje paliw Orlen,Jabłonna
20.608130,52.198550,Stacje paliw Orlen,Błonie
20.516150,51.973860,Stacje paliw Orlen,Mszczonów
20.840060,51.980250,Stacje paliw Orlen,Tarczyn
21.288350,50.439290,Stacje paliw Orlen,Połaniec
23.199530,53.121700,Stacje paliw Orlen,Białystok
22.837040,52.748960,Stacje paliw Orlen,Brańsk
23.166860,52.762110,Stacje paliw Orlen,Bielsk Podlaski
23.582110,52.745580,Stacje paliw Orlen,Hajnówka
16.376030,52.716760,Stacje paliw Orlen,Wronki
20.982790,52.238520,Stacje paliw Orlen,Warszawa
21.059600,52.223870,Stacje paliw Orlen,Warszawa
20.948830,52.290730,Stacje paliw Orlen,Warszawa
20.959456,52.191261,Stacje paliw Orlen,Warszawa
21.066118,52.250524,Stacje paliw Orlen,Warszawa
20.386160,52.614310,Stacje paliw Orlen,Płońsk
20.988240,52.221850,Stacje paliw Orlen,Warszawa
20.838340,52.172810,Stacje paliw Orlen,Pruszków
21.204531,52.167596,Stacje paliw Orlen,Warszawa
21.137710,52.229270,Stacje paliw Orlen,Warszawa
21.157270,52.257630,Stacje paliw Orlen,Warszawa-Rembertów
20.880770,52.216050,Stacje paliw Orlen,Warszawa
21.070840,52.180790,Stacje paliw Orlen,Warszawa
22.254770,50.075510,Stacje paliw Orlen,Łańcut
18.270790,52.203380,Stacje paliw Orlen,Konin
16.854370,52.252830,Stacje paliw Orlen,Mosina
19.426780,51.769910,Stacje paliw Orlen,Łódz
19.420750,51.740090,Stacje paliw Orlen,Łódz
14.819180,53.555120,Stacje paliw Orlen,Goleniów
14.551940,53.432520,Stacje paliw Orlen,Szczecin
18.741550,53.463960,Stacje paliw Orlen,Grudziądz
19.296700,50.147850,Stacje paliw Orlen,Zastawie
22.933550,54.071750,Stacje paliw Orlen,Suwałki
19.753540,50.378980,Stacje paliw Orlen,Wolbrom
19.977350,50.046390,Stacje paliw Orlen,Kraków
20.935480,49.991220,Stacje paliw Orlen,Tarnów
16.649260,50.710430,Stacje paliw Orlen,Dzierżoniów
20.695000,53.836650,Stacje paliw Orlen,Barczewo
22.852150,52.444500,Stacje paliw Orlen,Siemiatycze
14.551170,53.446810,Stacje paliw Orlen,Szczecin
19.061395,50.357482,Stacje paliw Orlen,Wojkowice
17.932250,50.674810,Stacje paliw Orlen,Opole
22.801700,49.960120,Stacje paliw Orlen,Radymno
17.037760,53.357120,Stacje paliw Orlen,Złotów
14.444320,52.961360,Stacje paliw Orlen,Chojna
15.210290,52.988090,Stacje paliw Orlen,Barlinek
15.337520,53.468430,Stacje paliw Orlen,Chociwel
21.162500,50.558120,Stacje paliw Orlen,Staszów
21.565700,51.358520,Stacje paliw Orlen,Zwoleń
22.187200,51.391900,Stacje paliw Orlen,Kurów
20.913170,51.462820,Stacje paliw Orlen,Przytyk
21.457360,50.302130,Stacje paliw Orlen,Mielec
17.887060,52.283440,Stacje paliw Orlen,Słupca
16.999790,52.560150,Stacje paliw Orlen,Murowana Goślina
16.882840,52.382750,Stacje paliw Orlen,Poznań
14.532357,53.436889,Stacje paliw Orlen,Szczecin
19.450550,51.079190,Stacje paliw Orlen,Radomsko
15.628293,52.081471,Stacje paliw Orlen,Sulechów
15.522740,51.957220,Stacje paliw Orlen,Zielona Góra
15.831940,52.843110,Stacje paliw Orlen,Drezdenko
16.687940,52.278510,Stacje paliw Orlen,Stęszew
20.450720,53.786120,Stacje paliw Orlen,Olsztyn
19.925158,50.055210,Stacje paliw Orlen,Kraków
19.825960,49.973850,Stacje paliw Orlen,Skawina
20.043898,49.992524,Stacje paliw Orlen,Wieliczka
18.645880,53.021630,Stacje paliw Orlen,Toruń
17.107650,52.247026,Stacje paliw Orlen,Kórnik
20.959640,52.259260,Stacje paliw Orlen,Warszawa
21.275410,52.099810,Stacje paliw Orlen,Otwock
20.454680,52.041450,Stacje paliw Orlen,Żyrardów
20.985100,52.233990,Stacje paliw Orlen,Warszawa
21.036250,52.234610,Stacje paliw Orlen,Warszawa
21.046420,52.212970,Stacje paliw Orlen,Warszawa
21.466550,53.227160,Stacje paliw Orlen,Kadzidło
21.013220,52.277470,Stacje paliw Orlen,Warszawa
20.989310,52.227230,Stacje paliw Orlen,Warszawa
15.147190,51.637990,Stacje paliw Orlen,Żary
20.980010,52.251490,Stacje paliw Orlen,Warszawa
19.297071,51.820921,Stacje paliw Orlen,Aleksandrów Łódzki
19.376560,51.668870,Stacje paliw Orlen,Pabianice
17.715430,53.880030,Stacje paliw Orlen,Brusy
17.619310,53.154850,Stacje paliw Orlen,Nakło nad Notecią
19.055470,52.664210,Stacje paliw Orlen,Włocławek
19.367740,51.803300,Stacje paliw Orlen,Łódz
19.488253,51.738512,Stacje paliw Orlen,Łódz
16.823170,50.607760,Stacje paliw Orlen,Ząbkowice Śląskie
16.281550,50.820460,Stacje paliw Orlen,Wałbrzych
17.070970,51.114250,Stacje paliw Orlen,Wrocław
17.046440,51.126630,Stacje paliw Orlen,Wrocław
16.992590,51.098040,Stacje paliw Orlen,Wrocław
21.972640,51.156530,Stacje paliw Orlen,Opole Lubelskie
22.914920,51.644470,Stacje paliw Orlen,Parczew
22.839410,51.140240,Stacje paliw Orlen,Piaski
22.374370,51.103860,Stacje paliw Orlen,Niedrzwica Duża
22.140600,50.503611,Stacje paliw Orlen,Nisko
16.179250,52.888370,Stacje paliw Orlen,Wieleń
18.433780,51.651660,Stacje paliw Orlen,Błaszki
20.628070,49.968710,Stacje paliw Orlen,Brzesko
19.476809,51.680196,Stacje paliw Orlen,Rzgów
17.312650,50.482020,Stacje paliw Orlen,Nysa
18.673270,50.304420,Stacje paliw Orlen,Gliwice
22.230320,52.978970,Stacje paliw Orlen,Zambrów
23.472320,53.394510,Stacje paliw Orlen,Sokółka
19.153870,50.835020,Stacje paliw Orlen,Częstochowa
15.330790,51.614410,Stacje paliw Orlen,Żagań
18.711257,51.595893,Stacje paliw Orlen,Sieradz
17.999080,53.131830,Stacje paliw Orlen,Bydgoszcz
21.050150,52.188010,Stacje paliw Orlen,Warszawa
21.096130,52.244190,Stacje paliw Orlen,Warszawa
20.998870,52.216480,Stacje paliw Orlen,Warszawa
18.405890,54.715920,Stacje paliw Orlen,Puck
22.565480,49.421730,Stacje paliw Orlen,Ustrzyki Dolne
23.099090,50.155350,Stacje paliw Orlen,Lubaczów
22.540970,51.242060,Stacje paliw Orlen,Lublin
14.820102,52.345267,Stacje paliw Orlen,Rzepin
22.511840,52.907210,Stacje paliw Orlen,Wysokie Mazowieckie
14.545250,53.424880,Stacje paliw Orlen,Szczecin
14.893750,53.146030,Stacje paliw Orlen,Pyrzyce
20.149250,51.955890,Stacje paliw Orlen,Skierniewice
20.148410,51.971640,Stacje paliw Orlen,Skierniewice
20.028950,50.072800,Stacje paliw Orlen,Kraków
19.459880,51.765520,Stacje paliw Orlen,Łódz
16.882910,51.144160,Stacje paliw Orlen,Wrocław
17.117040,51.113720,Stacje paliw Orlen,Wrocław
18.315200,50.506320,Stacje paliw Orlen,Strzelce Opolskie
19.488640,51.800550,Stacje paliw Orlen,Łódz
22.454890,53.653780,Stacje paliw Orlen,Grajewo
21.994270,50.057750,Stacje paliw Orlen,Rzeszów
14.832170,53.568570,Stacje paliw Orlen,Goleniów
20.458220,53.745700,Stacje paliw Orlen,Olsztyn
21.766010,50.258300,Stacje paliw Orlen,Kolbuszowa
20.278250,53.584090,Stacje paliw Orlen,Olsztynek
16.364780,52.216390,Stacje paliw Orlen,Grodzisk Wielkopolski
20.918420,52.397700,Stacje paliw Orlen,Legionowo
21.020263,52.235722,Stacje paliw Orlen,Warszawa
19.047516,50.254315,Stacje paliw Orlen,Katowice
20.406800,49.439070,Stacje paliw Orlen,Krościenko nad Dunajcem
18.474920,50.011850,Stacje paliw Orlen,Wodzisław Śląski
